 -1.688862	-16.683371
 -1.804505	-24.573990
  3.550115	  0.213481
  3.635100	 -1.375496
 -3.002694	-35.643993
 -1.921100	-27.927268
  3.304464	-21.250533
 -1.983131	-24.533803
  0.802973	 18.695858
  1.347548	 11.710929
  2.336336	-25.536715
 -3.582455	  3.620304
  3.091408	 -4.949633
 -0.495453	  2.590134
  1.201707	  8.615327
 -0.463869	  4.597449
 -0.925547	-12.079826
  0.648506	  5.011115
 -1.630561	-25.154146
 -1.224709	 -9.620869
 -0.403650	  4.536608
  0.864324	  2.136164
 -0.154821	 17.751306
  2.445222	-25.814603
  3.860774	 23.289824
 -2.757125	-45.151216
 -1.382400	 -3.530563
  3.105945	 -2.721423
  2.377593	-31.776461
 -0.575649	  5.806401
  1.956618	 -4.434480
  3.849462	 22.393106
 -3.632666	 37.882308
  2.742044	 -6.945129
  2.090305	 -5.137169
 -2.412411	-16.937224
 -1.531915	 -7.798532
 -0.375207	  6.766269
  3.631895	  5.392245
  2.457461	-12.268268
  1.104405	 18.521217
 -3.989989	 61.664313
 -1.428535	-28.975307
  0.822258	 11.355266
  1.855704	 -6.057403
  2.409198	-20.854641
 -3.776844	 50.046382
  3.239495	 -9.660300
 -3.204901	-42.780200
 -0.195174	 14.159353
